id,SalePrice
1629,174136.415746
1630,364520.216264
1631,216321.879679
1632,237921.990683
1633,165608.664958
1634,183612.07577
1635,175904.707168
1636,154882.003903
1637,191496.747174
1638,183942.722086
1639,187322.205869
1640,260522.936176
1641,179922.290269
1642,239014.743154
1643,223585.633506
1644,230308.620001
1645,203920.567079
1646,157883.580832
1647,157422.991885
1648,127352.854452
1649,140398.658459
1650,111993.985859
1651,119655.888504
1652,98279.9103373
1653,101983.276362
1654,150686.665462
1655,141533.443875
1656,139568.438174
1657,150936.291295
1658,144126.386537
1659,126828.397877
1660,151738.296693
1661,445420.536154
1662,407223.611124
1663,389289.72854
1664,538662.922242
1665,299817.784571
1666,323279.787754
1667,369111.279299
1668,329196.431843
1669,298241.218156
1670,345549.184018
1671,266146.321205
1672,444310.648228
1673,286926.749079
1674,246162.393092
1675,194762.634099
1676,194680.398449
1677,212447.747306
1678,498636.98723
1679,378623.073661
1680,334488.882682
1681,237648.468182
1682,300878.892514
1683,183489.146327
1684,174308.054032
1685,176377.61548
1686,172167.807056
1687,170872.763705
1688,190662.532549
1689,192290.608662
1690,196540.581196
1691,184348.015291
1692,259211.741785
1693,164277.400741
1694,179335.265066
1695,164373.546413
1696,273521.325577
1697,169160.294674
1698,349480.612913
1699,321988.094147
1700,245474.044409
1701,263737.63339
1702,244622.703984
1703,239301.249725
1704,287669.526907
1705,227604.32724
1706,459579.574973
1707,205533.711111
1708,199368.235177
1709,277846.918341
1710,221191.578364
1711,259507.933891
1712,260325.605703
1713,270793.285273
1714,225465.419446
1715,199380.466156
1716,188301.913256
1717,171254.737087
1718,138180.046111
1719,208542.17631
1720,253860.480947
1721,163899.717196
1722,126359.890484
1723,155964.763477
1724,208735.022152
1725,236421.052089
1726,181913.213465
1727,153699.248525
1728,176296.826477
1729,163188.990182
1730,156321.518626
1731,121997.022742
1732,128807.430641
1733,117494.006023
1734,119386.39003
1735,128356.317166
1736,111991.872669
1737,315459.301251
1738,225785.885089
1739,250883.758517
1740,217972.382354
1741,193617.027532
1742,175400.431588
1743,180391.435801
1744,319806.703364
1745,215925.946956
1746,185165.351879
1747,214052.67511
1748,236899.271116
1749,143137.764539
1750,128985.442394
1751,252468.629834
1752,118610.695862
1753,146221.94901
1754,195050.226315
1755,163859.974471
1756,129792.193122
1757,122613.348268
1758,143248.581142
1759,155644.662859
1760,162210.357787
1761,138230.094204
1762,177267.266609
1763,178061.987881
1764,115169.769881
1765,189672.339805
1766,186356.893299
1767,215826.691701
1768,145051.004513
1769,173271.494163
1770,148037.398416
1771,123349.779135
1772,142006.852965
1773,129954.156866
1774,146279.212117
1775,141018.21165
1776,125792.327782
1777,110866.107124
1778,139244.187956
1779,116618.474902
1780,165924.399563
1781,126476.196982
1782,88104.5462896
1783,140435.259706
1784,108510.661653
1785,121359.248559
1786,140252.908271
1787,168998.755578
1788,57536.9019345
1789,100493.268088
1790,75821.3117962
1791,185893.575458
1792,159681.534577
1793,129636.334874
1794,148162.104079
1795,138195.811783
1796,128095.565162
1797,117879.968242
1798,123715.568768
1799,117290.559105
1800,126864.662931
1801,124877.115877
1802,132499.96396
1803,148227.466559
1804,135151.238236
1805,136233.980841
1806,129602.714671
1807,123720.50846
1808,121774.151645
1809,116878.287104
1810,132198.038354
1811,87513.0088155
1812,95157.9648846
1813,118463.095827
1814,91112.7481232
1815,61087.9849269
1816,96329.7513909
1817,102285.13323
1818,141200.066615
1819,132061.738966
1820,66306.089743
1821,110568.783269
1822,152073.997096
1823,48900.7202604
1824,130687.399805
1825,136495.121486
1826,104143.081657
1827,100054.854657
1828,135559.52277
1829,108743.533285
1830,142393.825275
1831,154970.029221
1832,73000.4724845
1833,133440.81464
1834,120131.907689
1835,124224.672161
1836,135994.118931
1837,86833.0064291
1838,120733.277202
1839,101003.264636
1840,148125.892006
1841,143515.108976
1842,85309.7995496
1843,125882.222305
1844,136625.29741
1845,136404.200314
1846,152578.195368
1847,160598.792163
1848,56938.9736498
1849,104665.373401
1850,116928.387145
1851,155860.323191
1852,126627.691278
1853,130654.491387
1854,165100.446676
1855,143464.014628
1856,227526.772274
1857,140260.393913
1858,141250.259937
1859,114864.244884
1860,150184.751485
1861,114721.698989
1862,285706.284172
1863,274644.373818
1864,276460.260965
1865,346894.302193
1866,333152.359286
1867,232034.117219
1868,295995.508618
1869,209175.032737
1870,231973.676165
1871,242448.352811
1872,170643.805351
1873,238096.571415
1874,143465.604781
1875,189552.05541
1876,193469.68073
1877,213186.491581
1878,201651.883926
1879,129978.761764
1880,130973.170954
1881,251564.622509
1882,251852.389476
1883,184113.104746
1884,209004.491771
1885,243246.921948
1886,288038.322593
1887,213968.369562
1888,284262.065094
1889,168128.228898
1890,121362.104671
1891,133292.373339
1892,105586.528977
1893,130457.664261
1894,133138.399919
1895,135320.668566
1896,129442.338779
1897,113127.055341
1898,120787.201625
1899,161103.8974
1900,161801.920343
1901,166277.056154
1902,153152.93728
1903,213780.975317
1904,140511.840911
1905,197239.118402
1906,140991.495231
1907,209690.182236
1908,113228.905193
1909,131663.933442
1910,122884.833579
1911,206455.124847
1912,333737.322653
1913,144252.712043
1914,68815.1011662
1915,311704.388709
1916,60886.0981311
1917,257644.537881
1918,144937.351014
1919,169882.178678
1920,148418.381141
1921,403131.313652
1922,317574.556797
1923,230528.604025
1924,231633.25173
1925,193984.525984
1926,394124.908061
1927,133453.273704
1928,149027.180752
1929,127955.057324
1930,131459.191607
1931,140805.268206
1932,135903.694758
1933,163891.521273
1934,180385.113225
1935,166770.383272
1936,188721.9407
1937,178656.492749
1938,167599.212266
1939,248181.432251
1940,189093.190488
1941,167995.917929
1942,179365.269086
1943,206644.201383
1944,330951.687458
1945,382873.298083
1946,130106.031379
1947,300137.441652
1948,167076.067828
1949,251043.945928
1950,182870.085913
1951,254079.899777
1952,219637.930929
1953,168532.685992
1954,189624.974945
1955,135035.119638
1956,313711.515482
1957,151652.118967
1958,307461.131099
1959,144941.809148
1960,117416.830811
1961,122776.308501
1962,99710.35857
1963,108833.933422
1964,107834.444259
1965,144629.34135
1966,140656.505749
1967,286341.020836
1968,424641.208806
1969,383336.171506
1970,426582.18932
1971,505175.347174
1972,370634.578549
1973,264328.846484
1974,319395.753248
1975,549803.823117
1976,272459.105698
1977,358897.489169
1978,348316.640371
1979,325705.267112
1980,192178.352262
1981,357013.917535
1982,216450.603108
1983,200166.559243
1984,170692.676253
1985,223821.763401
1986,213390.466039
1987,188528.252333
1988,175933.851319
1989,192931.10577
1990,211581.560458
1991,226606.431133
1992,218245.42629
1993,169196.358499
1994,240934.943265
1995,182055.495178
1996,246961.109241
1997,298188.8567
1998,323688.336676
1999,256857.058759
2000,322169.12876
2001,266433.333308
2002,230386.120396
2003,254505.06431
2004,278558.107888
2005,217612.768492
2006,219061.052926
2007,250542.775103
2008,211394.86879
2009,196285.555847
2010,191967.918192
2011,142223.767739
2012,173973.418056
2013,175846.882908
2014,185745.960001
2015,199310.524242
2016,190386.93571
2017,192219.972695
2018,124317.918192
2019,131701.140065
2020,104336.437617
2021,107856.617013
2022,174349.521099
2023,140895.731942
2024,268111.416762
2025,360613.688395
2026,174086.249164
2027,159989.504087
2028,153859.272368
2029,167035.964715
2030,264123.9117
2031,237056.197712
2032,250251.263716
2033,254784.228932
2034,170524.057332
2035,212831.291394
2036,203477.132358
2037,207086.094696
2038,324533.344409
2039,222703.975333
2040,310808.612157
2041,240884.136749
2042,206900.100529
2043,175652.454469
2044,175135.405566
2045,217995.836449
2046,144615.458207
2047,145483.945536
2048,135973.515421
2049,140988.028349
2050,175307.316819
2051,102256.29287
2052,118791.66007
2053,147638.373888
2054,97039.4033973
2055,157101.126102
2056,142564.052692
2057,113545.974147
2058,217581.428094
2059,128862.747104
2060,170890.52463
2061,179839.860141
2062,130969.893694
2063,115790.600897
2064,137210.872494
2065,119306.64176
2066,158799.400955
2067,108366.976
2068,141154.629565
2069,85980.6990088
2070,122258.138309
2071,97401.9386442
2072,115036.503616
2073,132756.843894
2074,182362.871438
2075,146706.131406
2076,119115.093179
2077,157743.752202
2078,125170.514571
2079,133755.384273
2080,121665.316704
2081,127007.573565
2082,126664.82589
2083,143169.226519
2084,111504.1111
2085,112704.785047
2086,108480.541683
2087,123318.562678
2088,100754.471584
2089,79457.2044051
2090,128588.743847
2091,105991.240236
2092,114997.108874
2093,118088.933462
2094,107348.150715
2095,136320.924519
2096,78957.777096
2097,98595.9944566
2098,130244.438145
2099,55695.2108154
2100,67974.6367082
2101,107333.144434
2102,129178.125433
2103,100976.189849
2104,138254.027684
2105,128982.922317
2106,53826.0355508
2107,198634.182935
2108,112045.127491
2109,112533.147418
2110,129613.714065
2111,138999.457066
2112,134507.790753
2113,120938.300605
2114,125329.22064
2115,159940.965321
2116,118476.226298
2117,141728.900103
2118,121651.342656
2119,116806.806123
2120,116215.218459
2121,88754.5805176
2122,117110.129975
2123,87285.1138404
2124,164172.35156
2125,124966.085563
2126,144387.946664
2127,148797.032461
2128,128281.71183
2129,91299.4158612
2130,131714.542361
2131,134647.265254
2132,109797.474649
2133,119575.409962
2134,116393.051856
2135,89516.1413564
2136,71946.7546509
2137,106333.409083
2138,127195.189908
2139,148837.404555
2140,140162.811195
2141,150192.231146
2142,123863.829663
2143,150539.390808
2144,120258.822426
2145,135558.788544
2146,165637.911885
2147,133622.271972
2148,135927.861254
2149,147236.725678
2150,214487.302055
2151,114926.949124
2152,172210.279509
2153,176429.987579
2154,106712.146019
2155,146052.633583
2156,277559.888386
2157,238115.135792
2158,230529.789353
2159,212227.489547
2160,184080.098469
2161,243634.878016
2162,496859.300133
2163,351853.755219
2164,252798.303467
2165,195599.332895
2166,153322.637029
2167,223473.515232
2168,190545.674381
2169,195302.63607
2170,214311.159912
2171,156313.423543
2172,129065.985844
2173,165722.964131
2174,229105.593623
2175,305139.959309
2176,308395.399985
2177,245600.756312
2178,215253.103455
2179,140596.679265
2180,194559.267935
2181,189948.614976
2182,226457.423208
2183,186357.23619
2184,120856.117981
2185,117168.724053
2186,135581.347654
2187,153991.689732
2188,157904.939197
2189,339749.569638
2190,78252.1622915
2191,80160.2936234
2192,87345.3980871
2193,102391.587722
2194,103575.35634
2195,114197.721274
2196,105366.949108
2197,123155.657599
2198,160894.226386
2199,164684.783931
2200,151171.564083
2201,150408.162176
2202,207341.849552
2203,138595.146168
2204,179686.766922
2205,118288.236877
2206,141661.180169
2207,200459.389777
2208,251668.634578
2209,234775.505849
2210,121298.342562
2211,115056.766632
2212,123832.814973
2213,103991.516264
2214,120223.907453
2215,100573.192898
2216,140011.882972
2217,59967.0817497
2218,87482.9842684
2219,79346.2160439
2220,77561.4132019
2221,309001.876687
2222,268145.355239
2223,287709.469899
2224,216270.830926
2225,124614.625807
2226,191135.421094
2227,203893.173495
2228,260632.117945
2229,255085.109177
2230,147131.080875
2231,208938.2953
2232,173551.462515
2233,182046.238096
2234,238471.322334
2235,221372.919018
2236,270112.551328
2237,337189.726557
2238,191764.522265
2239,114468.8836
2240,156512.477047
2241,151762.995903
2242,125013.454667
2243,124653.678202
2244,106816.391977
2245,102258.902996
2246,146406.863133
2247,106842.26962
2248,125964.170115
2249,123977.348773
2250,130841.810225
2251,90234.2034198
2252,182184.258948
2253,151157.509603
2254,175031.85759
2255,183119.191808
2256,178502.183705
2257,205927.655019
2258,162005.104699
2259,172762.983298
2260,154193.189869
2261,181229.056908
2262,213620.27633
2263,349203.414921
2264,526189.994723
2265,154433.410755
2266,284368.971204
2267,397170.53389
2268,416481.997711
2269,143983.566284
2270,196905.142221
2271,220712.451781
2272,198172.217191
2273,166199.205676
2274,177382.005712
2275,155172.017681
2276,196207.689059
2277,176809.855229
2278,146778.281057
2279,124351.188702
2280,125568.598666
2281,165523.772422
2282,180351.806684
2283,109062.719101
2284,114733.178085
2285,143555.979292
2286,125639.637639
2287,363201.636224
2288,267800.79678
2289,380636.044979
2290,481050.638519
2291,316082.522647
2292,444161.736857
2293,514172.444315
2294,415914.187807
2295,515472.689477
2296,287924.373823
2297,334737.240001
2298,327639.884012
2299,377697.561821
2300,325349.024995
2301,290057.505584
2302,254049.52549
2303,236341.549339
2304,252934.083225
2305,197039.820259
2306,193368.424034
2307,196936.869465
2308,223640.387658
2309,279129.544584
2310,207038.764362
2311,206185.032091
2312,172245.753157
2313,173418.190884
2314,178137.268044
2315,181343.978659
2316,192725.974364
2317,191521.056999
2318,182288.236795
2319,183308.357366
2320,189295.171381
2321,243243.344912
2322,187115.155359
2323,179425.324916
2324,174599.1093
2325,215081.026041
2326,171948.134497
2327,206242.242581
2328,224860.390089
2329,188197.68296
2330,177934.321416
2331,346297.171175
2332,403794.532895
2333,324163.649674
2334,249362.951629
2335,262019.374621
2336,302516.077701
2337,200468.22927
2338,271821.08737
2339,215616.909718
2340,410606.434284
2341,209702.186811
2342,235403.696273
2343,233420.656785
2344,210381.986352
2345,238782.394752
2346,212446.37878
2347,197439.637737
2348,241298.219373
2349,171405.653003
2350,301547.162537
2351,262116.237701
2352,253556.977035
2353,253904.742957
2354,140505.002314
2355,145615.254544
2356,157551.635
2357,193094.714248
2358,192112.317074
2359,132771.612956
2360,120889.149365
2361,144297.10632
2362,282947.631727
2363,134208.013077
2364,155455.869984
2365,221763.922723
2366,187917.222814
2367,225579.62026
2368,222705.179269
2369,220313.953447
2370,166326.377892
2371,169349.554785
2372,190709.281357
2373,280583.827144
2374,342264.975876
2375,255071.69226
2376,326933.523884
2377,379680.433908
2378,142898.952727
2379,202010.270973
2380,149303.051379
2381,169283.046912
2382,209041.37034
2383,211319.957961
2384,255040.327849
2385,156222.456992
2386,135976.141527
2387,135669.653503
2388,100521.946028
2389,123288.100898
2390,139921.692063
2391,136500.79988
2392,118817.256531
2393,163977.087848
2394,138412.87462
2395,208277.005781
2396,141907.842982
2397,219518.416784
2398,132575.083497
2399,67631.4454449
2400,64619.645561
2401,121424.661499
2402,135569.627286
2403,142913.465649
2404,147773.056675
2405,158862.943711
2406,141555.206072
2407,126656.372772
2408,147585.429234
2409,122276.805178
2410,171320.36123
2411,117410.139279
2412,153849.019652
2413,128451.25993
2414,147500.165899
2415,133768.70291
2416,127350.510882
2417,129625.932733
2418,130472.857327
2419,123051.924138
2420,122312.190777
2421,148147.205009
2422,108832.71143
2423,118239.698194
2424,152220.450546
2425,216519.035498
2426,122672.120195
2427,139151.224041
2428,175315.948299
2429,112148.741924
2430,134992.353057
2431,111161.857135
2432,145563.544345
2433,148446.633747
2434,136646.768934
2435,153933.042881
2436,104586.589842
2437,106156.548134
2438,126581.836906
2439,103755.071159
2440,121506.904753
2441,96530.5633507
2442,98463.1147758
2443,125350.715676
2444,128806.785955
2445,86127.7538832
2446,131524.428419
2447,180508.210967
2448,123941.779123
2449,109028.325848
2450,145473.549879
2451,120229.575961
2452,189230.384552
2453,93647.7026893
2454,117452.358527
2455,121301.014983
2456,131736.880997
2457,133292.878713
2458,127799.151371
2459,110371.906896
2460,134195.98865
2461,125599.002513
2462,137878.081432
2463,123495.302143
2464,179457.369334
2465,144977.322175
2466,113924.217714
2467,132903.428282
2468,79479.8690978
2469,79547.1441715
2470,184490.068855
2471,207933.491385
2472,165796.556678
2473,107465.460082
2474,67907.9160914
2475,217578.125406
2476,114227.392446
2477,124738.504189
2478,157175.599569
2479,100665.369843
2480,142444.410586
2481,123193.603659
2482,124763.411648
2483,111095.649258
2484,119208.66185
2485,124013.376916
2486,146332.545069
2487,162092.855673
2488,162110.824456
2489,153818.124085
2490,144409.711988
2491,93876.9904997
2492,183288.206563
2493,147190.308845
2494,143226.411282
2495,88290.2306448
2496,236802.964654
2497,158470.507878
2498,112857.779023
2499,90727.445103
2500,120987.354672
2501,138923.765847
2502,145371.136694
2503,100265.948284
2504,193821.704116
2505,217841.667987
2506,259250.674965
2507,296194.78491
2508,257739.604309
2509,212768.310053
2510,220934.745689
2511,175172.92964
2512,206825.751954
2513,218726.279545
2514,246088.884183
2515,145453.432917
2516,169861.985161
2517,148368.669491
2518,145947.210916
2519,233294.50479
2520,209725.805005
2521,187595.967837
2522,230843.316856
2523,123448.225359
2524,131503.26885
2525,134185.752015
2526,137156.917619
2527,113429.400694
2528,125067.351501
2529,134203.668056
2530,123013.200396
2531,255894.49818
2532,231308.863583
2533,195043.991081
2534,235026.982416
2535,310234.173136
2536,231487.797628
2537,235005.911093
2538,182141.323501
2539,189998.173545
2540,179077.203401
2541,181244.936775
2542,160180.426661
2543,126800.254867
2544,120161.773162
2545,130144.502354
2546,130754.561439
2547,151398.048229
2548,154831.689734
2549,162212.748439
2550,1448778.50639
2551,141164.854508
2552,131150.581872
2553,76467.3690381
2554,93173.1679295
2555,120443.053396
2556,101747.604429
2557,106769.862263
2558,172704.097936
2559,133429.568402
2560,150142.718764
2561,150648.747043
2562,139604.151993
2563,152595.15199
2564,193786.498704
2565,142078.019838
2566,159393.148293
2567,134743.311892
2568,235460.712894
2569,213773.233005
2570,115704.548457
2571,186508.746238
2572,149633.037936
2573,223433.278562
2574,296962.991417
2575,131382.894584
2576,122041.138901
2577,140768.414028
2578,85945.2335856
2579,58979.7672586
2580,117097.63077
2581,119743.617647
2582,126347.249508
2583,287511.588562
2584,173361.306307
2585,186509.747445
2586,229180.195559
2587,204267.190204
2588,145920.042727
2589,152883.665961
2590,211311.252633
2591,225667.1597
2592,212314.941882
2593,256072.056861
2594,180071.576816
2595,200098.017507
2596,306006.016533
2597,175348.041924
2598,292453.893972
2599,336753.692851
2600,159960.241275
2601,145194.154485
2602,87877.4767883
2603,97548.2738351
2604,90568.4198754
2605,82819.8942804
2606,149783.901247
2607,203217.010965
2608,193880.188607
2609,172398.437031
2610,112329.341773
2611,123220.242481
2612,159248.509092
2613,130993.57324
2614,124436.619002
2615,150902.876559
2616,144941.619765
2617,186117.72569
2618,208618.007159
2619,196772.101594
2620,183181.774121
2621,172377.344635
2622,179583.167029
2623,249899.797135
2624,294291.152322
2625,311681.779754
2626,169083.640794
2627,163836.364802
2628,454598.257157
2629,556252.804636
2630,358001.930343
2631,526321.431303
2632,427930.259677
2633,293633.605582
2634,421476.797438
2635,160955.893143
2636,178785.838947
2637,180517.270683
2638,272900.570429
2639,186863.715843
2640,152261.893661
2641,103941.975864
2642,181928.863904
2643,106354.745384
2644,125328.299414
2645,110104.073347
2646,97870.2244759
2647,106156.966262
2648,142094.25982
2649,151499.059191
2650,137741.550657
2651,137656.999601
2652,415734.08964
2653,251091.667981
2654,247240.176868
2655,415210.965684
2656,317227.566678
2657,374162.358261
2658,292427.391159
2659,299114.940698
2660,347171.411304
2661,362430.357272
2662,370846.016186
2663,286232.181869
2664,263214.493966
2665,324745.868334
2666,285666.357286
2667,170056.68057
2668,181165.901634
2669,182646.927789
2670,282751.181376
2671,188376.085172
2672,198387.675765
2673,210495.636672
2674,202835.011607
2675,170991.08085
2676,193686.874633
2677,196217.665738
2678,257390.024666
2679,272989.414003
2680,276965.943175
2681,409308.443269
2682,326872.528632
2683,541441.678978
2684,304231.474799
2685,333434.979534
2686,256114.312353
2687,329170.571723
2688,214464.809161
2689,207966.066627
2690,439484.913941
2691,186819.261166
2692,136549.271144
2693,201721.545822
2694,138178.341826
2695,192135.896652
2696,184932.280213
2697,180012.883528
2698,190132.698151
2699,173322.091936
2700,154539.542804
2701,152634.239565
2702,111187.622891
2703,125287.914104
2704,140323.165243
2705,118245.327061
2706,115094.907967
2707,123848.40516
2708,133307.806056
2709,106400.3172
2710,125692.372108
2711,333880.301263
2712,387689.244801
2713,172643.456271
2714,154161.74514
2715,173129.575048
2716,146331.337194
2717,192734.003392
2718,227547.929903
2719,147935.21753
2720,174460.888084
2721,132967.411961
2722,160871.746403
2723,140045.381278
2724,129520.528424
2725,130131.683193
2726,153172.499748
2727,164808.709195
2728,173103.765829
2729,147232.922742
2730,145450.107697
2731,129933.238867
2732,132050.636541
2733,156179.654903
2734,145935.053968
2735,135046.001263
2736,139235.491681
2737,122762.337944
2738,136747.237852
2739,159282.072061
2740,137286.308281
2741,140372.592126
2742,149509.192483
2743,156251.000215
2744,164178.949709
2745,136504.517388
2746,137180.499651
2747,145570.002592
2748,124353.229812
2749,130306.084195
2750,131307.301563
2751,134966.976493
2752,179981.760657
2753,147111.490518
2754,220584.721494
2755,134830.335198
2756,97124.052525
2757,67143.8369519
2758,90436.9201541
2759,155125.703131
2760,111635.309544
2761,145493.725634
2762,143259.464218
2763,183972.643772
2764,153041.549371
2765,284061.888443
2766,135630.879937
2767,88506.7735391
2768,135118.336682
2769,134414.094442
2770,144309.488102
2771,111016.432176
2772,112503.510087
2773,161508.175898
2774,139083.029925
2775,115004.242847
2776,138349.077891
2777,139870.305454
2778,108635.422571
2779,109502.215495
2780,89929.6989582
2781,96885.1568793
2782,93661.4243062
2783,97723.275739
2784,118679.461354
2785,135308.559013
2786,69357.9933745
2787,119381.902762
2788,69390.0085685
2789,167853.108715
2790,94108.4439203
2791,108125.93746
2792,65889.5490214
2793,157896.460902
2794,92451.8441227
2795,127044.10224
2796,98973.9292159
2797,197111.13349
2798,98246.0039473
2799,116892.238607
2800,62003.885943
2801,106483.22013
2802,128836.917286
2803,165751.268941
2804,131832.634704
2805,99440.7928175
2806,83863.7954991
2807,162560.308358
2808,146751.207777
2809,134032.549427
2810,126123.910227
2811,154768.380453
2812,164788.726576
2813,153125.788362
2814,155058.733065
2815,93873.6912793
2816,236240.54648
2817,149954.433685
2818,132557.958079
2819,172281.015572
2820,135492.59311
2821,108477.724193
2822,187167.172797
2823,374139.366389
2824,187022.384033
2825,148575.167269
2826,136845.917262
2827,139455.087972
2828,220942.637749
2829,196554.13004
2830,233812.339161
2831,172801.708544
2832,259121.352185
2833,292730.23145
2834,221392.211321
2835,219473.955521
2836,192857.086938
2837,156308.111685
2838,150211.811361
2839,172953.561282
2840,199856.919175
2841,203016.480319
2842,229684.051408
2843,151166.943032
2844,156428.526428
2845,128488.107656
2846,208256.299775
2847,199726.932391
2848,219328.262903
2849,202045.885557
2850,285605.379839
2851,215975.768117
2852,235316.636433
2853,231702.754686
2854,142080.700577
2855,204712.190306
2856,200619.989518
2857,187633.31181
2858,211231.25864
2859,112160.674419
2860,124585.77368
2861,126889.836619
2862,193968.112936
2863,130542.396373
2864,251510.363617
2865,141023.335649
2866,142107.920029
2867,102140.057314
2868,102078.533485
2869,104231.784746
2870,123032.034642
2871,85921.4123749
2872,54250.0366735
2873,102930.343616
2874,131424.017243
2875,110436.043184
2876,165930.717564
2877,146868.698877
2878,172364.335445
2879,134580.845976
2880,105087.360836
2881,151369.749436
2882,170562.676436
2883,192192.711446
2884,196126.02299
2885,181318.526087
2886,228453.520359
2887,95210.8410501
2888,133678.830433
2889,56572.640159
2890,78014.6069294
2891,136939.454338
2892,48030.9265725
2893,84744.997786
2894,62225.6198238
2895,319985.885437
2896,280679.80139
2897,192111.715345
2898,154932.122467
2899,210521.35581
2900,160216.393028
2901,203336.046798
2902,191639.400464
2903,337733.212529
2904,360787.531151
2905,83148.5868843
2906,184046.701004
2907,115772.68217
2908,133454.441772
2909,148852.517926
2910,79486.9408633
2911,87549.92514
2912,146690.334927
2913,83925.9413734
2914,79226.320125
2915,86478.7121078
2916,84576.1878616
2917,161315.484351
2918,118603.516265
2919,225515.843299
